"Y","X1","X2","id"
-1.24970620900516,0.149165757330508,1,1
1.41068705421524,1.83732667423247,1,2
1.45656846841016,-0.0374985401049137,1,3
-2.19840875754012,-0.267373720250676,0,4
0.61738649031153,-0.314572401809247,1,5
-0.828208504234625,-1.74447201246017,0,6
0.292680158285259,-1.61197429325347,0,7
-2.51581554817923,-1.23765451349175,0,8
0.602743836178181,-0.259387359878175,1,9
-2.77112503795482,0.669457025971588,0,10
0.798798822023076,-0.137892886155309,0,11
1.55337720570204,0.500830593907956,1,12
0.445874827770649,-0.488900678436602,0,13
0.392391709162118,-0.462290636662281,1,14
-0.180757443556766,0.493247034797345,1,15
-2.0145538175922,0.452140223302899,0,16
2.21707117895519,0.0136840163106593,0,17
0.0240362276578627,0.549801684855075,0,18
-0.605913421288413,-0.340424249093602,0,19
1.03636587308328,-0.93895957497105,1,20
1.59332493422563,0.159110363739223,1,21
-0.548222677967437,-0.764618293445231,0,22
-1.13530841254169,0.200982887841122,1,23
-1.52134596534081,-0.887802521354017,0,24
2.01041561483206,0.257510675211587,1,25
0.642193309314356,0.581961774615423,0,26
-0.770036137047676,-0.929117701880744,0,27
2.12487732981487,-0.00716745026746273,1,28
0.682584659117543,-2.01364893902187,1,29
1.4184746389318,0.503519617312977,0,30
-3.33761245512786,-1.2088216777652,0,31
2.32730862234955,0.317817359157506,1,32
-2.27405755854489,-0.0320893136897501,0,33
2.10786064630386,-0.949984277373207,0,34
-1.09497260238695,-1.29895206604269,0,35
-0.0979346456854124,1.26410633121722,0,36
0.912525579117244,0.875687521116792,1,37
1.44662540238716,1.91013971106623,0,38
0.374273193473288,-0.265629658750743,0,39
1.83272142959517,2.4025484311808,0,40
1.01368996188353,0.771628291237596,1,41
0.397158096358024,0.258164793948265,0,42
1.58825568766092,-1.3673237291152,1,43
1.57081322071397,0.936979751127691,0,44
1.97327953169975,0.262714235089693,0,45
1.7077786768436,-1.04075163188232,1,46
-1.37490690942141,-1.03384161679901,0,47
-0.720300953922489,-0.46649510911694,0,48
-2.06993906200927,-0.798177373601373,0,49
0.381098685464357,0.242201449871992,1,50
-0.809257726058289,-0.774323550554522,0,51
1.85017562087892,0.290081676776303,0,52
0.451196867314586,-0.787537293619808,1,53
0.431878891147727,0.157101550899782,0,54
0.847038378876587,-1.21137157982004,0,55
1.06363189034158,0.210300431299535,1,56
-0.940176570757472,0.0986900245213372,0,57
1.59058839694686,-0.488800194247638,0,58
-1.8855303677208,-0.185527225066113,0,59
3.09825410423423,1.14698638152066,1,60
0.868621060737252,0.887595318132927,0,61
-1.01925770551792,0.619844761418022,0,62
0.0712146324851051,-0.0553417957764272,0,63
0.996473116797371,-0.429648394609094,1,64
-0.119269943086739,1.57437724490924,0,65
0.750625459255156,-0.819477445571063,1,66
0.690674262515588,0.768561065091775,1,67
1.16389143262649,0.875801472981033,0,68
0.812975567720415,-1.14846178927754,1,69
1.92761585740312,-0.208335323764482,1,70
0.0543807740193072,0.380649741267574,1,71
1.57767930789556,-1.23619344880927,0,72
2.23467723672514,1.06875426977483,0,73
2.68725311767748,-0.64993401752779,1,74
2.64367773164939,0.229974457000799,0,75
1.02898071844506,0.782174454111552,1,76
-1.08871078229642,-1.38708434610846,1,77
-1.86821882395816,0.665385263121872,0,78
-2.62566466566675,-0.445893100278381,0,79
-0.228602788723168,0.559979478809077,0,80
-0.631250437349871,-0.369451270606367,0,81
-2.31239750257838,-0.0269885260054131,0,82
-1.75931186678867,-0.142779641093456,0,83
-1.7954680438037,0.256948544342901,0,84
2.07114910467817,0.847041050793875,1,85
-0.469177312950156,0.602576085004959,0,86
0.83282367831241,1.62224177709252,1,87
-0.540216350953191,0.94558146491008,0,88
1.12721915499343,1.00598486362418,1,89
1.95309744612343,0.75571276947248,1,90
0.840093773677067,1.7787711892175,1,91
0.681960058566649,1.54950739638987,1,92
2.88234199054622,2.0837542673477,0,93
1.095877799422,0.311280415597366,0,94
-1.4022972651493,-1.29684020219473,1,95
2.39486990546378,0.888181991983102,0,96
-0.743727019786939,0.4655155549813,0,97
-2.29334664114315,-0.183448337230809,0,98
-0.452081264265184,0.997048952800262,0,99
0.612294554963138,0.491679435181366,0,100
0.049657604572007,1.3598901046951,0,101
-3.16223061515215,1.85512318567395,0,102
-0.0100545859689232,-1.13765920644668,1,103
0.702816323117328,0.108962752237307,1,104
0.253667001430355,1.31810886317097,1,105
0.879322906223822,1.36265253400732,0,106
-1.92144810257191,0.118022049702403,1,107
-0.19197482521514,1.3485305938453,1,108
0.710852943455354,-0.443425951206895,1,109
-0.882720937766891,1.52356797687949,0,110
