"Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10"
0.0812796466080195,5.59311618618308,5.50918692969698,2.63279918573581,2.84785515265454,3.42789377534084,2.86680175662467,8.4070451829858,0.502137329536319,4.97491657719409
18.7861127558712,1.68928051767035,0.16800777319514,0.837100686137713,2.97651933014126,0.12323936502926,0.490489267907878,2.44914490981792,0.739342885684529,2.17945975023829
1.5637846868685,7.35062982514125,2.3911978087873,0.521620459833801,9.01922663595518,0.464234203967285,13.4367997734035,2.84507584575114,18.7970384089769,0.671440551565306
4.21551401987931,1.55242247489122,0.668241452749994,1.29488946717742,14.394770256634,1.1871576352157,7.07495142496868,0.215819939150123,1.70207459031704,0.954873058382701
0.334353002685897,7.2079472257307,1.09148592526138,7.15365970861672,17.0690686677955,7.69139571826413,3.85949140055202,3.64150293050993,3.744513177388,1.91140574946062
0.382624114340198,3.79159069974851,2.84479801286111,0.209454872498001,6.36759568686065,3.42154351127765,9.70503622841117,1.17427897906866,1.00423653654366,0.115081647938408
3.6231845656046,7.83450688839515,16.3713487720595,0.740711820232989,0.856391782712736,0.481934918755122,1.46439852552614,2.20551917087673,6.72110845836641,2.26369795155164
12.2273956101776,0.0961555340679818,0.963872118417829,2.66146909672797,8.57006483080179,3.87390403570523,1.3052068738277,20.2061245092682,5.20647713952659,1.83389274851001
4.0316641349755,1.69013228424705,11.9428927995901,1.10505154129705,1.4848664678805,7.76322396803098,3.89933035869593,4.03531704529182,1.50890233846493,1.64542806452267
2.47687919191925,12.6577419324297,11.4063591861971,1.67312861227791,0.370348787430147,2.36574494510611,1.06946254976958,6.55803336884754,13.8123703796739,3.18776801480593
1.54850424524859,1.58327282406577,0.542662769648288,9.51509279100813,0.26370429211766,1.28906027098346,0.74379350155213,1.3620987343506,2.80580044342391,4.2556966395308
4.49151160141702,0.709165073299025,4.98900451811878,15.6151430034043,12.0968244392103,3.23219054930709,3.75272355207885,5.2357679392585,8.88544746335101,4.14335975197691
0.941230100598178,0.7265300659184,0.239086177932666,2.20599878930008,0.856567549951525,10.7520220250255,2.75679206693228,4.94012041258546,0.415687764328083,4.95003375845642
6.35386205661202,0.657314953857296,0.0246018858236042,4.46964701857386,2.23680506625935,4.68364070445661,6.93591897774154,0.309642233511727,0.501003507106262,1.98827403612353
3.0767544962714,2.715066529044,1.91319887286307,5.65263476547248,0.686795307678276,0.341840571485514,0.56742391084868,8.02532798018639,0.186497052726009,0.0736405981753303
5.90314853742484,8.53490746645945,0.434786057282479,0.853229188239188,5.49382091006148,1.33611068290946,17.945472169093,2.49427145589945,0.055186130665804,2.49068499740114
2.10080203084266,2.25665579620216,1.80252769164322,1.70976916457677,2.12545057710185,4.18855209337084,4.92574127537241,3.69692623538783,2.037362933088,3.1500498946811
4.83166338583399,2.63332839365934,9.96335652249532,8.91569639515988,12.1675580030827,0.325322713367123,2.66413331668701,4.53680415031498,10.3979381476007,11.629438132389
4.44307226867356,5.42835961560175,2.83647128029364,1.0106059595742,2.45269721356041,1.21245770724521,4.16891098052433,4.68109576162431,1.25001274513499,1.56295734108917
5.91383644535925,2.47662394228981,3.79919837635101,3.34699143815042,0.0430723184335854,5.00953641714274,0.427614351762669,6.79222739310936,2.94228904598701,3.25686384241745
1.25829548009708,4.82464519249732,17.0324808792057,2.71614525354509,3.24770923359128,16.0285441065664,0.377269064563029,2.49837389551873,0.731309097838372,1.16030722905596
4.69255976692342,3.58545987629887,1.3465266018968,1.83455318873214,3.94920067986817,0.332483125801914,4.75680568436135,1.59763380772711,9.34550405177902,17.5503867562562
3.86546156782249,1.69055823018885,3.65420454066601,0.330614053656421,3.63516602875501,6.60136469702454,5.06152631335061,0.995516490473714,8.04644370317859,4.11833045360132
9.16796815006815,8.1132167518194,3.72507552139336,1.07057030256708,1.63910921455152,3.40760552907096,5.13057447884549,7.37894834849652,1.12445137860573,8.00978642862051
10.3149144919465,13.2346211886984,2.64737595254325,6.82614330316734,0.0557707831513277,5.9415220001375,2.70294930527012,1.34751052650714,3.49836647229394,1.45127692151092
0.490650832790211,8.59401017034066,1.91701172005835,8.27798367900198,7.21554111614084,0.604583553608608,3.17815773260424,1.07796255085232,2.67160183928259,2.51971771797259
2.5323677073671,0.535800585368198,0.377426471816232,7.0661302747071,5.58893323876698,2.86791884101615,1.41015119266777,1.19475119368135,2.5938156735464,1.84557533773515
9.57879825782573,0.71069448866401,1.39559994684424,2.18828808931136,0.487097793061385,0.99007533943535,2.63624019049589,6.56980819256036,1.58285727102565,1.84182466758796
3.5346876084086,0.370191636489528,15.5993981711053,4.76890423511011,2.9636513360781,2.85453275507567,5.63358441038797,5.85732113044992,4.37615223145022,5.98939746721834
